,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net ","Property, Plant & Equip ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Cash from Investing Activities ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
2339,5.58,3.01,5.275,-17.6,-1.2,-2.37,-0.95,-1.43,-0.83,-1.56,-6.56,-7.53,5.58,3.23,5.06,9.28,10.73,12.94,9.63,9.55,12.11,7.93,10.39,7.68,18.8,-7.81,-17.78,-10.69,2.99,4.48,7.67,-45.87,22.93,22.93,10.39,0.54,7.05,-12.92,22.48,-4.94,3.62,-2.37,3.23,304.06,-41.45,23.28,7.04,3.54,-43.34,-107.78,7.04,56.48,-8.57,26.27,0.0350700898057403
2340,7.78,4.85,5.275,2.48,-2.38,-2.64,0.2,-2.84,0.05,-2.69,-8.27,-9.67,3.72,3.57,7.68,7.68,2.36,6.14,-87.86,-42.45,160.89,6.32,6.23,4.24,-4.24,21.24,48.07,28.38,10.92,3.11,6.43,154.99,-0.43,-0.43,6.23,-0.95,14.82,15.32,-8.3,10.84,3.91,-2.64,3.57,3.25,-84.84,28.64,23.26,32.97,17.13,70.02,23.26,36.17,-25.29,32.14,-0.0152089502300252
2341,4.79,2.49,5.275,4.12,-13.26,-11.52,0.28,-11.77,0.63,-12.07,-10.22,-15.56,4.14,22.93,-40.15,-40.15,7.3,2.02,-53.07,2.43,12.05,7.43,4.7,10.46,9.51,-4.48,-11.43,-6.61,0.84,7.07,4.13,-32.58,10.82,10.82,4.7,0.03,6.32,-4.06,4.14,-6.85,0.63,-11.52,22.93,-199.99,15.93,7.65,-34.75,0.91,97.49,-574.07,-34.75,61.33,26.61,21.66,-0.1070355018815987
2342,4.74,3.98,5.275,0.43,-4.64,-6.14,-0.58,-5.59,-0.41,-5.74,-5.75,-10.38,0.16,8.49,0.18,0.18,6.77,7.64,-156.28,0.19,5.47,0.46,3.98,14.04,16.49,-9.69,6.15,-5.08,5.74,4.36,3.03,43.79,1.44,1.44,3.98,-0.7,-5.24,-6.59,-3.08,-7.6,4.57,-6.14,8.49,-3.59,-1.9,-1.24,2.22,-36.74,4.76,-100.04,2.22,-3.01,10.16,5.21,0.0200543628146809
2343,4.65,4.53,5.275,98.4,-31.68,-26.27,1.04,-27.03,1.12,-27.09,-20.53,-29.55,1.82,-0.55,1142.0,1142.0,-1.33,72.02,278.34,-0.09,4.89,0.14,36.61,8.96,115.21,-4.71,-11.58,-6.95,60.58,3.93,-0.21,43.65,-0.12,0.66,36.61,1.4,-6.61,-7.22,-29.39,-20.07,2.78,-26.27,-0.55,3.94,-457.31,4.2,3.75,13.44,-525.56,4032421.01,3.75,4.44,-4.21,41.33,0.0649745573708993
2344,3.46,5.72,5.275,88.73,42.14,38.27,-3.21,42.86,-3.26,42.93,36.28,33.64,3.07,19.83,-23.6,-23.6,0.82,-12.53,93.44,-2.55,8.25,2.66,-7.05,-0.31,-52.82,222.95,37.3,165.57,3.78,3.39,2.9,47.11,-33.85,-32.94,-7.05,-5.84,60.42,139.23,-57.57,85.41,0.39,38.27,19.83,451.29,-139.33,24.28,-2.85,-8.18,-161.7,-122.35,-2.85,38.82,11.27,-10.12,0.2922324075554967
2345,9.94,16.78,5.275,-31.27,23.25,20.31,-5.16,26.85,-5.0,26.64,6.96,9.44,-14.2,36.11,-77.81,-77.81,18.68,-20.1,14.58,12.8,42.45,45.9,6.22,28.27,37.47,4.42,10.42,5.38,16.18,2.26,4.9,-7.02,-31.56,-30.68,6.22,-5.28,108.34,200.54,-328.76,-41.87,28.13,20.31,36.11,-87.41,-253.49,15.97,30.16,496.59,-33.2,174.98,30.16,10.65,-20.65,-3.61,-0.0695338112705898
2346,6.06,5.0,5.275,29.9,10.76,25.23,-3.78,30.16,-3.55,29.84,-1.27,18.07,5.27,-15.13,-36.48,-36.48,3.13,-0.37,22.55,3.3,5.17,3.48,1.74,4.32,8.09,-1.57,-9.38,-2.88,1.49,2.69,9.54,11.6,5.27,3.26,1.74,-1.77,6.14,2.79,-6.59,-7.83,0.75,25.23,-15.13,643.58,-393.84,-3.71,0.21,-74.51,-12.19,-94.39,0.21,-5.44,35.84,-23.11,0.1171989296025509
2347,2.36,2.92,5.275,-12.99,2.54,17.02,-1.15,18.39,-1.08,18.3,-2.32,14.32,-0.61,-0.2,-7.04,-7.04,1.54,1.72,-17.86,-0.44,-4.0,-2.4,-0.57,4.48,-7.37,7.71,-13.82,4.34,-0.63,3.43,8.51,13.51,-0.17,-0.26,-0.57,-1.49,-1.61,-1.35,-7.87,9.82,2.99,17.02,-0.2,-101.79,-95.3,11.7,0.67,-18.7,30.26,2.07,0.67,16.86,-6.38,-4.54,0.1076207189300946
2348,-12.01,-13.21,5.275,40.64,-85.37,-87.13,-1.31,-86.96,-1.79,-86.9,-38.89,-85.37,6.51,19.66,1080.12,1080.12,-28.56,51.67,-31.88,12.45,1.41,4.63,25.95,-16.42,10.07,65.3,7.34,57.82,38.93,2.23,-5.94,6.95,-53.7,-53.0,25.95,-0.9,9.64,133.28,9.29,37.79,-17.39,-87.13,19.66,-7797.49,136.12,-32.87,4.05,1.81,-356.89,-3404.59,4.05,-47.74,-0.26,421.62,-0.2665810932525057
2349,-3.02,-5.5,5.275,86.91,99.3,143.28,0.11,143.01,-0.09,143.5,41.87,150.85,-4.69,-6.82,-50.37,-50.37,26.28,-13.08,102.58,-0.53,9.74,3.89,-5.37,32.69,8.96,-16.41,-0.62,-15.03,-7.51,4.98,-3.89,-32.86,34.03,33.08,-5.37,0.7,-3.71,-27.65,1.24,-20.22,1.75,143.28,-6.82,-79.22,-980.29,17.62,-34.67,-43.32,-198.06,-156.48,-34.67,59.55,37.95,-51.65,-0.1860325984273181
2350,33.8,31.68,5.275,-30.53,198.73,159.2,-0.01,159.24,0.09,158.98,5.13,93.73,9.3,3.42,-71.17,-71.17,29.4,-1.95,20.05,2.87,9.89,8.64,3.33,20.56,20.09,-4.63,-5.1,-4.68,4.47,6.13,3.82,29.01,-10.99,-10.92,3.33,-0.62,21.11,35.94,32.25,-18.36,22.41,159.2,3.42,50.36,-247.95,-5.91,34.45,338.12,-57.07,-34.23,34.45,-19.17,9.1,-63.7,0.1911644502356493
2351,11.2,13.27,5.275,27.17,30.83,30.27,-0.64,31.11,-0.83,31.37,9.68,17.15,9.66,0.88,-14.06,-14.06,3.94,0.8,-4.62,9.02,4.08,5.26,3.14,3.39,-2.85,2.81,1.36,2.66,0.32,1.91,7.31,-15.48,45.31,44.38,3.14,-0.69,-1.18,-31.55,-18.48,3.76,1.41,30.27,0.88,164.55,-61.93,60.09,25.37,-58.23,3.48,-101.3,25.37,79.05,-42.66,22.88,-0.2593464805912417
2352,8.68,10.18,15.22,36.2,-0.07,0.33,0.73,-0.39,0.73,-0.39,0.39,-7.68,-9.43,9.61,23.11,23.11,26.32,17.94,2.96,10.89,7.07,6.87,9.1,13.29,13.29,30.58,11.98,28.41,27.49,7.87,-57.37,-31.02,-27.61,-27.61,9.1,0.98,31.8,82.07,19.08,4.1,20.0,0.33,9.61,-114.87,-362.05,0.1,-2.04,4.85,874.38,41.28,-2.04,0.25,31.36,-0.24,0.3884924083774481
2353,45.72,39.77,41.43,127.07,-8.54,-6.86,0.77,4.51,0.77,4.51,-4.52,-27.72,-7.97,100.43,60.69,60.69,40.78,49.15,51.39,38.32,75.09,73.96,68.56,3.38,83.04,76.27,86.31,77.29,77.6,10.79,89.59,-13.76,36.76,36.76,68.56,1.82,79.65,31.36,22.74,-18.52,58.33,5.32,100.43,-4832.81,-756.73,31.97,39.88,691.25,5410.87,222.86,39.88,31.42,-2.85,25.31,0.3287359483696903
2354,40.98,43.03,55.21,-19.08,112.65,113.48,1.03,86.86,1.03,86.86,-1.2,33.91,-0.79,12.85,17.1,17.1,24.56,20.71,14.55,20.8,21.3,21.02,20.96,4.24,13.08,15.23,9.46,14.62,14.53,19.03,89.21,145.68,50.3,50.3,20.96,2.62,15.08,-23.43,-5.74,6.75,42.11,88.79,12.85,-85.21,-135.99,58.95,40.05,-37.27,-58.77,-54.34,40.05,60.36,11.42,-15.8,0.4272287572318967
2355,13.19,10.98,21.74,46.31,-8.07,-6.83,2.22,-8.85,2.22,-8.85,-4.31,-17.68,0.2,7.75,28.2,28.2,23.18,25.7,20.97,22.38,9.04,9.51,12.62,49.14,37.87,58.4,13.31,53.8,52.93,24.69,-245.71,-19.07,-127.6,-127.6,12.62,1.97,62.54,-688.94,33.33,-8.83,12.96,-6.83,7.75,149.25,509.57,13.61,40.75,-42.66,-70.37,91.36,40.75,11.84,-12.37,21.93,0.0719981005333962
2356,23.31,20.8,10.31,56.6,8.22,1.36,3.47,-2.04,3.47,-2.04,0.4,-17.8,3.04,31.11,45.12,45.12,20.95,27.95,1.5,9.23,5.1,4.95,9.89,9.84,81.68,26.91,6.62,25.38,28.18,15.18,114.12,286.3,362.6,362.6,9.89,-0.47,28.78,-72.16,3.71,-29.57,19.67,1.36,31.11,393.47,-60.95,15.1,-3.91,-34.39,-71.85,106.16,-3.91,16.66,21.77,13.56,0.2845800047019051
2357,14.08,14.35,11.44,-5.8,41.99,45.71,-0.68,46.71,-0.68,46.71,1.08,27.73,1.56,-2.82,-12.87,-12.87,26.41,5.74,22.9,21.36,28.87,28.62,22.9,14.61,12.24,12.06,17.25,12.39,12.38,19.56,-20.14,281.43,-33.28,-33.28,22.9,2.42,14.76,71.99,11.83,-5.79,12.33,45.71,-2.82,-96.01,-186.97,-3.75,60.7,409.39,2299.08,-140.41,60.7,-8.09,14.07,-33.94,0.1707495471139331
2358,17.15,19.19,17.83,15.29,20.62,31.13,-0.79,32.18,-0.79,32.18,1.84,11.93,3.29,29.9,122.26,122.26,29.79,64.04,19.14,17.84,19.63,19.61,29.17,38.52,14.45,22.66,17.93,22.34,21.79,8.27,-33.21,56.01,-37.25,-37.25,29.17,-0.65,12.74,79.68,-29.46,43.33,13.41,31.13,29.9,1863.95,355.99,31.17,-19.84,-14.06,54.74,-945.13,-19.84,37.17,6.51,0.03,0.0959374346992165
2359,10.5,14.85,15.59,22.8,9.02,7.18,-1.12,2.94,-1.12,2.94,3.83,-7.88,11.7,15.91,-59.01,-59.01,10.37,-27.2,4.62,9.11,0.43,0.6,-7.0,-1.98,15.73,14.59,-2.89,13.47,13.62,6.44,177.88,-43.16,352.99,352.99,-7.0,-2.63,29.08,-71.5,68.08,-37.1,-1.08,1.79,15.91,79.19,-6.68,15.43,61.46,-80.11,-188.44,-207.93,61.46,12.26,-26.71,13.4,0.0042190125210201
2360,8.75,9.69,9.08,3.65,17.74,53.05,0.13,60.13,0.13,60.13,1.02,47.43,-0.94,-8.53,218.65,218.65,10.72,71.42,19.52,17.94,8.44,8.9,22.27,4.56,3.37,9.73,-8.85,8.71,8.35,10.35,-29.51,-104.82,-38.72,-38.72,22.27,1.54,-2.77,58.67,-43.4,65.82,9.78,60.33,-8.53,-140.83,-99.03,29.57,2.8,138.33,-175.22,-251.18,2.8,32.22,15.89,-19.18,0.3006654891585559
2361,37.05,29.03,66.22,29.0,7.81,-12.58,1.26,-8.16,1.26,-8.16,-11.98,-32.14,-24.36,75.19,-29.23,-29.23,51.64,33.02,94.94,62.64,30.44,33.37,33.27,57.42,70.82,31.73,87.54,34.3,36.65,14.11,38.88,-9343.9,60.02,59.47,33.27,1.38,42.83,-10.43,0.72,-22.13,81.19,-6.79,75.19,-269.84,20900.0,-0.68,39.73,468.57,109.12,-142.35,39.73,-3.79,37.99,6.79,0.5552953505790732
2362,-2.3,-5.77,-2.81,17.15,-30.39,-22.35,1.78,-22.83,1.78,-22.83,-3.26,-19.61,25.91,25.22,221.54,221.54,-32.58,43.06,-0.66,9.12,0.47,0.4,13.17,-2.15,5.07,17.7,20.41,17.87,16.85,14.64,39.71,5.8,37.25,37.59,13.17,1.78,-0.91,-27.98,-22.46,36.16,-22.4,-21.52,25.22,9.35,-153.81,19.51,2.94,-120.55,-45.84,-637.65,2.94,21.36,-18.73,52.16,-0.0574999457870073
2363,-5.98,-5.06,-5.78,-3.46,-3.38,4.29,1.92,-4.55,1.92,-4.55,1.65,3.47,0.39,-10.6,1.48,1.48,9.86,1.01,2.39,8.75,7.79,7.43,5.0,-1.4,2.91,-0.06,-12.69,-0.89,-0.62,15.74,-15.0,-38.15,-26.59,-26.66,5.0,1.45,-0.53,35.64,-2.11,-1.85,-6.34,-2.71,-10.6,-11.97,-209.73,-24.73,7.99,-198.25,-105.69,-98.21,7.99,-27.08,71.74,-22.63,-0.2407621346525517
2364,13.15,23.32,6.28,13.52,57.62,27.17,-0.34,27.79,-0.34,27.79,13.11,12.55,4.51,4.925,-37.31,-37.31,22.25,-19.64,4.81,12.95,1.18,1.41,-6.25,6.49,-14.25,-0.02,-9.41,-0.56,-1.58,15.46,5.64,7.66,29.39,29.42,-6.25,-1.53,10.41,-14.69,25.84,-6.29,8.27,27.31,4.9,15.53,134.68,3.83,13.33,-29.55,2968.57,-3122.41,13.33,2.6,-21.3,-18.47,0.2121589810294519
2365,21.29,23.98,5.77,9.84,52.26,50.0,-1.72,52.5,-1.72,52.5,6.07,23.57,12.69,5.93,15.69,15.69,27.2,19.28,55.51,33.9,2.8,6.21,10.29,17.14,10.73,-0.2,-3.62,-0.38,0.34,15.47,-33.04,-63.3,-47.42,-47.48,10.29,1.74,-3.07,84.54,-26.22,7.72,7.64,49.83,5.93,100.84,48.11,45.04,16.81,62.75,-99.26,-126.18,16.81,49.1,12.29,-3.23,0.4233713077695369
2366,6.01,7.51,19.47,-6.47,-6.47,-2.62,9.99,1.77,10.29,1.49,6.3,-9.76,9.39,7.02,-30.75,-18.37,-37.23,-29.3,16.23,11.87,14.52,2.12,-5.24,17.55,17.55,1.66,-8.28,-6.81,-5.98,1.97,5.25,79.14,1.51,1.58,-5.24,0.67,3.38,1.77,10.97,-39.85,-3.09,-2.62,12.68,14.75,-68.75,-687.83,145.98,-17.34,33.82,190.11,145.98,-470.31,-110.92,-714.48,-0.0682831470308862
2367,-3.97,-5.15,0.3,68.01,68.01,55.97,0.58,57.05,0.59,57.04,-1.05,64.49,-5.17,-18.85,5.21,105.44,-42.77,0.67,0.82,3.46,4.0,13.36,11.14,13.81,13.81,0.34,13.84,11.66,11.75,1.2,10.55,-4.55,5.97,5.95,11.14,0.4,-15.01,-19.79,1.54,-11.55,1.27,55.97,-4.97,-31.61,-159.44,57.52,-47.66,-398.14,-266.5,-842.05,-47.66,75.75,-32.98,-0.28,-0.0184315240563678
2368,12.19,12.19,14.16,71.5,71.5,52.25,0.32,48.17,0.53,47.86,-3.99,36.85,4.93,11.11,8.53,-13.27,-56.45,1.49,1.78,3.0,6.65,6.47,5.32,11.85,55.63,-12.33,3.96,1.6,3.53,1.21,15.47,-21.6,21.47,21.41,5.32,0.37,-13.25,-28.55,0.87,-34.79,6.92,52.25,7.71,-43.17,-86.85,-18.99,-35.27,-60.25,-81.63,-130.17,-35.27,-18.15,42.74,-47.24,0.0518344998369653
2369,-1.8,-0.81,4.15,11.89,11.89,-14.74,0.62,-18.97,0.77,-19.1,9.65,-13.6,-0.93,-3.64,-16.26,-45.0,-63.67,-14.02,-1.01,2.01,0.96,1.56,-0.83,-6.6,-11.75,12.45,-3.15,-1.2,-1.92,2.46,9.03,6.08,7.57,7.47,-0.83,0.98,32.72,23.49,8.17,-2.57,-0.88,-14.74,7.67,24.81,1527.36,44.38,7.99,-40.16,-170.57,47.88,7.99,50.27,-6.23,70.17,0.0315726249045933
2370,-3.2,-3.44,-1.76,-4.42,-4.42,28.74,2.15,25.54,1.96,25.77,4.04,32.35,-2.33,-14.15,-4.34,7.49,6.65,-4.34,-2.25,2.25,3.74,3.07,2.45,-10.94,8.34,8.46,-0.26,0.98,1.79,4.28,11.97,26.64,6.94,7.09,2.45,1.99,5.28,-1.69,12.5,-11.7,-0.89,28.74,0.71,-63.59,-95.65,-38.98,7.99,-4.17,-148.91,-118.31,7.99,-38.98,76.79,-52.37,-0.0449870927307789
2371,4.09,3.31,5.65,-2.31,-2.31,-4.63,4.16,-7.2,4.04,-7.09,4.45,-6.93,-6.54,15.38,25.05,64.11,6.65,25.05,9.85,8.34,11.98,10.58,12.38,-3.13,-39.43,1.96,18.35,15.84,12.45,21.22,8.88,36.88,12.19,11.93,12.38,8.28,-4.25,-14.46,-3.94,106.44,11.38,-4.63,8.73,57.04,-774.67,-10.53,7.99,-59.68,-88.7,766.25,7.99,-10.53,12.08,-7.65,0.0061445168265131
2372,10.57,9.13,10.32,19.99,19.99,15.03,7.58,8.47,7.54,8.5,8.89,5.29,9.68,42.86,6.46,6.58,859.77,12.74,4.98,5.94,4.27,3.12,4.44,-6.14,16.83,-7.59,4.92,3.24,3.69,7.21,9.99,10.12,9.43,9.46,4.44,3.73,-17.75,-24.86,0.84,-3.5,0.81,15.03,20.39,-67.86,17.39,-8.34,7.99,-58.36,-1719.27,-83.77,7.99,-8.34,45.26,-21.26,0.1891108832499863
2373,3.49,4.85,0.37,-4.97,-4.97,-1.11,-0.68,-1.05,-0.48,-1.25,-4.25,-4.65,6.38,-5.33,-11.67,-31.8,13.89,-10.36,-2.47,-1.1,1.29,3.07,1.08,4.26,52.82,7.66,-1.79,-0.65,1.37,-10.25,8.12,7.77,-0.78,-0.77,1.08,-3.39,32.8,33.83,-1.66,-41.34,-2.71,-1.11,-0.9,253.9,-220.88,73.47,7.99,678.45,-68.9,-643.56,7.99,73.47,-38.7,75.78,-0.1076086418451351
2374,2.13,2.13,4.66,22.07,22.07,34.87,-3.28,42.66,-3.39,42.81,-1.2,32.39,3.93,-7.75,6.58,50.04,6.1,21.07,3.07,1.63,-0.12,-1.09,1.83,-9.3,-54.91,0.26,6.04,5.29,1.86,-9.63,13.15,40.57,1.6,1.63,1.83,-2.39,-3.82,-5.36,-0.57,168.54,-1.73,34.87,0.91,-47.27,-95.13,-6.17,150.34,-6.82,-373.59,-173.92,150.34,-14.0,-18.53,-30.61,-0.0400319317061637
2375,8.74,8.74,15.23,-1.01,-1.01,-0.61,4.16,-5.09,4.05,-4.99,4.39,-8.41,-33.92,129.01,224.34,391.37,203.37,210.35,396.36,197.56,91.0,90.92,109.61,6.65,210.7,74.36,109.65,105.26,107.92,296.77,9.32,-50.79,120.38,120.55,109.61,75.83,61.92,-26.58,-1.39,-0.11,64.57,-0.61,13.51,84.86,-9457.14,-65.05,-38.29,-268.75,256.39,1583.74,-38.29,-67.49,268.9,-64.91,0.0567362792377956
2376,80.66,80.66,69.4,36.18,36.18,38.77,67.32,-17.42,66.62,-17.07,41.28,-23.05,93.86,214.33,48.9,-1.03,-14.41,36.08,-87.54,-69.76,-14.08,-0.93,7.64,6.65,-71.21,-4.21,12.7,10.91,7.82,0.63,-1.77,-184.83,6.66,6.54,7.64,0.51,-33.76,-37.83,-2.13,372.67,-6.81,38.77,155.24,54.53,-97.04,389.28,263.84,-622.9,572.86,-101.29,263.84,410.96,-70.42,251.95,-0.2741866189337208
2377,-1.96,-1.8,6.02,46.04,46.04,43.3,-0.74,45.26,-0.66,45.14,-12.21,46.56,2.4,-18.98,24.18,7.56,97.4,23.24,-17.02,-4.39,-15.72,-0.73,6.29,6.65,-42.39,-9.3,9.94,8.19,7.68,-3.25,18.21,-324.02,-2.17,-2.31,6.29,-1.57,-22.04,-20.19,-14.08,113.91,-4.26,43.3,-13.93,-140.73,-775.26,6.12,-45.77,-26.56,-28.95,-824.37,-45.77,12.5,20.92,-26.15,-0.0081091347432178
2378,3.49,3.31,-1.2,-4.05,-4.05,-2.64,-0.67,-1.09,-0.81,-0.96,-4.63,-6.07,-1.18,0.39,-46.24,5.55,13.81,-42.86,532.93,154.27,56.55,25.95,2.59,6.65,677.59,20.3,-0.4,1.18,4.82,-0.06,14.2,747.94,-12.64,-12.61,2.59,-0.07,116.18,147.37,-37.67,-92.65,4.72,-2.64,-1.3,163.18,661.07,40.41,27.6,-6.5,-21.78,-21.09,27.6,41.17,-47.79,44.45,-0.0408968868571487
2379,1.54,1.54,1.5,-102.41,-102.41,-116.71,0.29,-124.43,-0.49,-124.62,-12.4,-117.16,10.12,58.41,-63.27,43.06,10.14,-55.04,-11.54,-6.75,15.7,8.41,-3.59,6.65,5.23,-9.92,-3.56,-4.14,-3.76,4.05,-15.9,-8.05,-2.33,-2.12,-3.59,0.52,-35.74,-34.34,32.74,-57.28,-7.79,-116.71,-11.05,-632.99,-94.56,-22.11,7.99,-176.26,-211.24,719.09,7.99,-17.93,16.19,-546.92,-0.32819365385124
2380,16.92,18.65,9.5,49.7,18.44,9.37,0.52,8.81,0.05,9.31,9.46,-6.46,16.92,19.02,1.48,-14.29,12.65,6.87,12.52,18.76,0.95,7.3,7.21,-6.55,0.62,3.62,22.61,6.57,5.64,3.18,29.1,-87.52,11.08,10.7,7.21,0.67,9.83,-0.79,-110.11,6.21,3.62,9.37,19.02,49.85,-68.97,10.58,-9.58,-14.91,-139.4,-157.4,-9.58,1169.95,66.01,1.11,0.5274807237348209
2381,19.12,10.42,3.59,-33.23,53.59,55.78,51.33,2.94,50.3,3.65,-7.33,30.78,15.9,19.81,91.5,143.97,34.39,72.13,9.8,17.36,2.62,6.56,19.76,-1.81,1.78,25.38,25.73,25.45,21.91,5.78,35.11,556.89,15.19,15.19,19.76,2.08,-6.09,-18.47,1461.74,69.12,2.78,55.78,19.81,-15.22,-192.0,6.77,19.61,-6.69,-649.26,-963.19,19.61,-45.82,-13.18,-31.46,-0.3127155943339713
2382,5.24,12.27,8.2,-16.92,26.64,30.82,-0.67,30.82,-0.77,30.82,8.61,24.31,5.24,19.04,16.5,21.87,26.44,16.17,6.82,14.37,-0.24,3.9,7.45,-2.03,3.81,0.28,22.48,4.25,4.2,2.34,34.0,3.3,14.73,14.73,7.45,0.56,-14.59,-25.56,86.63,11.91,3.62,30.82,19.04,-8.02,138.29,11.27,-12.1,-18.43,-103.4,-62.94,-12.1,222.49,18.75,-14.95,0.0111042901286961
2383,378.7,460.28,959.43,390.79,-91.6,-91.12,151.44,-96.47,152.91,-96.49,-32.21,-98.15,-55.72,465.46,125.42,148.74,3609.97,283.65,257.61,414.41,726.18,438.77,390.24,849.54,585.06,256.49,937.59,399.77,422.77,1944.27,-1586.11,-131.24,324.1,324.1,390.24,340.0,263.56,-14.27,-323.78,-44.0,981.08,-91.12,465.46,294.78,1027.65,200.05,424.32,189.18,-12354.17,1193.35,424.32,-352.4,9.25,3279.23,0.7463005459470882
2384,21.06,16.36,20.06,-58.27,709.8,605.71,19.66,489.75,20.54,485.46,-8.73,482.92,7.61,21.64,-9.78,-9.78,36.69,14.36,5.84,8.68,18.09,13.11,13.41,59.36,51.1,11.6,2.76,7.74,14.79,3.14,-1.07,-66.67,9.95,9.95,13.41,0.7,26.98,15.49,17.74,-24.32,12.5,605.71,21.64,-65.23,-20.92,16.95,63.8,246.37,-37.59,-110.48,63.8,256.68,-31.21,-83.43,-0.313073939254617
2385,8.42,21.19,14.96,181.39,136.8,196.76,0.96,171.89,0.82,172.26,21.53,173.72,-2.42,6.26,42.62,-13.79,-16.01,6.48,23.11,13.56,4.25,11.43,10.21,8.22,8.57,8.99,18.23,12.84,11.93,0.42,-3.21,-200.0,5.71,5.71,10.21,1.35,45.62,37.76,-2.88,-1.93,11.11,196.76,6.26,307.58,60.38,30.58,-7.73,31.93,35.22,27.26,-7.73,-59.46,38.42,-56.0,0.4593818995053211
2386,16.96,22.06,11.67,-23.69,137.93,99.18,1.17,104.84,1.27,104.63,17.36,70.3,16.96,33.17,-27.44,20.03,-8.0,-4.52,4.72,5.86,11.56,8.68,5.53,-11.46,-5.31,6.58,5.89,6.28,3.87,0.47,-6.78,-200.0,10.14,10.14,5.53,0.97,3.74,-5.81,10.14,0.84,3.62,99.18,33.17,-11.82,103.7,13.32,30.2,-40.59,-86.43,-225.24,30.2,103.61,20.87,-43.11,0.3747417401885344
2387,8.31,9.34,7.74,50.4,35.84,210.68,1.14,215.34,4.65,204.76,2.71,186.86,6.18,-4.15,-77.84,-77.84,9.34,-37.29,5.98,8.26,28.38,19.3,7.09,19.69,27.63,-44.48,45.04,-5.55,0.73,-0.56,-22.01,700.0,23.71,23.71,7.09,4.0,-25.0,-39.37,50.06,-50.87,2.0,210.68,-4.15,-131.45,129.34,-37.56,27.62,18.75,-395.25,-566.34,27.62,185.36,15.23,-79.9,-0.0898700315437952
2388,6.66,9.0,7.36,-6.7,23.92,-36.33,2.15,-36.91,-1.55,-34.54,3.96,-40.31,4.61,8.39,-1.31,-1.31,2.15,-7.11,5.24,10.42,3.49,4.12,2.7,-8.83,-10.84,0.02,4.07,2.72,-0.53,-1.6,-19.41,-4250.0,9.57,9.57,2.7,-1.07,-6.01,-14.22,-15.84,4.18,1.96,-36.33,8.39,-651.74,19.27,1.77,-48.78,-91.42,144.04,-99.63,-48.78,-75.55,51.43,59.85,0.063947159983447
2389,3.9,6.09,7.43,-19.61,17.51,20.08,0.52,19.46,0.6,19.37,0.68,15.58,1.94,2.0,27.02,27.02,4.4,12.37,-89.24,-34.81,83.95,20.92,19.94,-12.69,21.81,88.41,-10.16,21.72,21.74,1.28,-31.81,161.45,16.47,16.47,19.94,0.79,-19.61,-30.98,-45.98,-7.75,1.92,20.08,2.0,11.71,-26.2,75.02,29.82,612.44,-28.84,-2131.25,29.82,-69.81,-16.47,45.75,-0.0559555824785067
2390,52.0,51.57,33.86,214.92,-23.31,-20.88,33.96,-34.05,33.74,-33.94,13.07,-41.87,7.41,113.89,579.65,579.65,74.2,156.69,1086.52,102.69,95.0,127.11,130.28,49.33,73.54,314.61,-19.21,147.92,131.92,89.03,-33.93,82.14,126.98,126.98,130.28,44.92,542.41,183.03,67.28,47.91,41.51,-11.65,113.89,43.98,113.8,26.61,68.08,208.24,-648.02,2649.23,68.08,597.94,54.25,43.31,0.5569976035823785
2391,17.14,8.43,6.93,0.48,-5.07,10.2,9.0,-9.45,8.66,-9.17,-6.3,-15.74,17.14,15.77,-36.15,-36.15,13.87,-12.54,-32.06,-2.96,12.95,5.33,3.2,11.16,8.28,1.2,-1.56,0.75,1.96,0.71,-51.82,-13.66,5.75,5.75,3.2,0.6,11.23,5.18,24.02,-19.22,3.62,-1.31,15.77,-50.94,-40.14,61.08,75.4,52.47,-86.86,-142.08,75.4,108.61,-43.9,63.21,-0.4088606048682448
