    ,Date ,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin  ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP  ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP  ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI  ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net  ","Property, Plant & Equip  ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Net Change in LT Investment ,Cash from Investing Activities ,Cash (Repurchase) of Equity ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
0,-1.0,1.0,1.0,0.01926149346711223,-0.006809094978017049,-0.005608175017395988,0.18187298053164622,0.0768915192171819,0.18183290731082896,0.07951943367705823,0.20039994386436114,0.157395115687072,0.04836111634129,0.883532885443178,0.03524717510075617,-0.009831382514978943,0.3539693707660935,0.9316288634803699,0.07227409880554911,0.07973646869196716,0.259552183398745,-0.03134343542194031,0.05782676185619476,0.066697006661866,0.41639351403151514,-0.017497208166428843,-0.022790396500864684,-0.019846630016083798,-0.0209351011863224,-0.034324086248494756,-0.10810417320363978,0.045979804457448314,-0.004065957538885989,0.09980405707753286,0.10079023039570895,0.066697006661866,0.08316316676698525,0.03069790291734631,0.0047764609621486044,-0.002639555147489069,0.030934741877503533,0.4709385817233328,0.1843685226533456,0.03979904912408052,0.33063439982796633,0.008861750381872105,0.037457023465439894,0.11569949315085515,0.006753479729783284,0.004719157522927512,-0.00866505614754538,0.0011515087614555847,0.004720961223113076,0.11569949315085515,0.016283586252817034,-0.001776258158795719,-0.0018367883290669245,0.10804010858125593
1,-0.8461538461538461,0.8177033853577621,0.7071755169349052,0.023402231200265477,0.00837885866142459,-0.0060032396029279225,0.08960656004778841,0.07074916240588937,0.0884114946059291,0.060504811649729866,0.09904488188727657,0.06859881040615896,-0.000703455677298962,0.7791349019285138,0.08427057117140874,-0.0289323093436491,-0.11211212262385725,0.0328628848988819,-0.015086861040189959,0.08182628914302353,0.3065103934028543,0.09573739986966875,0.07582076281864215,0.10169356195388568,0.11467183569460628,0.09166490164036649,-0.022790396500864684,0.06088114025295097,0.07255985727559236,0.23099644967958943,0.33877125823658616,0.03301655851900467,-0.04812515842596207,0.081432053516152,0.0824383535410258,0.10169356195388568,0.07305630403843236,-0.0094239142033781,-0.021469386109138143,-0.00591485853702559,-0.11567259537253143,0.36897097820081565,0.09238354347781365,0.07766501123782944,0.008810920653998638,0.011412040643743246,0.044568132390961974,0.4602666428654562,0.010718093687645603,0.06033683730291702,-0.014838333515995564,-0.00026395042420802336,0.006671290595054591,0.4602666428654562,0.01608738651719642,-0.008840333544289423,0.012460239958053074,0.05450151066900929
2,-0.6923076923076923,0.5073927467390484,0.5434482315525716,0.018523626156172972,-0.0014130569507972877,-0.006180902763144086,0.05311357897309186,0.056416996512873505,0.052374590937969076,0.05013319963482347,0.058878117524743215,0.08299698369211775,-0.0009097669510774347,0.49973451830256294,0.09072355257953,-0.0024476275305120236,-0.030039732848621842,0.24314977808166113,0.2374975450374047,0.12556500187748573,0.44903589798563925,0.012423462941213092,0.038147570390828424,0.09366534755598005,0.12358405296801662,0.10285491071543601,-0.022790396500864684,0.04753908116871353,0.057107736453723565,0.23352584766385118,-0.11627047379981172,0.02818519288582941,0.004054347024130412,0.07173034637233511,0.07274727471074574,0.09366534755598005,0.06208313879028918,-0.0023588548523349943,-0.015270374108673348,-0.005879947357485955,-0.04484228004557719,0.2365802536273178,0.056001877356970396,0.08264933238050368,0.001714533134690796,0.00863328844649811,0.019459632239131844,0.020635040977215503,0.0076327937520517435,0.015159917553229856,-0.015517589848170397,-0.0046683380147744665,0.005492014862200465,0.020635040977215503,0.010531705395888644,0.011240008301719458,0.0021559637164253907,0.031229694530283302
3,-0.5384615384615384,-0.006114755334388898,-0.19921402336513652,-0.0025272941853293845,0.005186622436194747,-0.006786000637337907,-0.056730294061744825,-0.006469037507502263,-0.05731391794979713,-0.018434679797057638,-0.061795907242625535,-0.03704835383087617,-0.05732652254431734,-0.1580331234950323,0.13172085237142478,0.06279571569289237,0.05523028250227207,-0.005887521852599857,0.2246246139013373,0.01335393671723532,0.10852773195323712,-0.015927204321361525,-0.004149912563952471,0.015851648808463605,0.002214986551089528,0.00551770411562906,-0.022790396500864684,0.0001248945632809593,0.10788070977729396,0.2250057702431801,0.02569752117979291,-0.0074836345073846875,-0.005988345052818725,-0.008477953386430339,-0.007373156083778889,0.015851648808463605,-0.09182994219024528,-0.044951702583522754,-0.050771768331950025,-0.008098394130049936,0.05963651201766611,0.08095428825114813,-0.05350693766676776,0.11431589008794137,-0.03269283903538651,-0.003874076630991462,0.008107606382520968,-0.037235371066873205,0.006644959597781963,0.002245863302449366,-0.22589796254611422,0.01583507425567335,0.01842744264259095,-0.037235371066873205,0.006774107927610295,-0.00769090508826878,0.016514991258910178,-0.1167368280440793
4,-0.3846153846153846,-0.038771394103898044,-0.010279803398760003,-3.590691192271381e-05,-0.004241096821895463,-0.00664774459001219,-0.029466996117190256,-0.15388560097852266,-0.019636104482595507,-0.15297753565709324,-0.020829977153155977,0.027084834433394513,-0.022684984119877807,-0.3209663925641614,-0.010485521495605712,-0.12443694348699988,-0.07561508588099619,0.10285707510443795,-0.1954328768590762,0.03406774530564702,0.14827100864942339,-0.004399388091982741,0.003205824181016034,0.0030018918554939418,-0.029217349639002934,0.13273461579886636,0.07696369975673581,0.004042305992219833,0.0318235418690302,0.22440670229953916,0.019923125196109195,-0.019326297542316198,-0.012552985533780552,-0.03141072625296103,-0.030280805876949184,0.0030018918554939418,-0.16517688884888648,0.2142755445054444,0.2869006340007823,-0.009656702234955393,-0.20063635811698993,0.1481526105725447,-0.02632680126898779,0.004474842816919192,0.0021613821239125784,0.009292807361760878,0.010281076309703973,-0.014606556100915446,0.006201319384412774,0.0014126985120764312,-0.008282591996546037,0.001902908993063384,0.007031486560142889,-0.014606556100915446,0.007313036315327679,0.009310816822770239,0.010476263786379876,0.0678486379012415
5,-0.23076923076923075,0.2647176355274071,0.2611070063285039,0.007551105202911537,-0.0010447220017323058,-0.006408073178630179,0.013807597273887426,-0.1366285032706056,0.02675115330365775,-0.1316581109597857,0.029899673339316923,0.051430010715015684,-0.011506664195153414,0.2731365829860519,0.028152105990334284,0.12743383309789785,0.1282611103049558,-0.000561876945655371,0.26586798550233,0.015259361246139663,0.08376461339638261,-0.00321912079220062,0.004012479350659705,0.033661365806116346,0.2369992050441582,0.06019796122713905,0.09619391878309948,0.01547241891485315,0.05153582684272261,0.21182627548307958,0.019053341700658928,-0.005671106969463422,-0.002956570649064095,-0.004481236822200114,-0.0033808179610057107,0.033661365806116346,-0.11031106260817063,0.02692649640304117,0.028772877518498757,-0.008647451771900535,0.007614553638621444,0.1225771296890281,0.016815791139312156,0.0343187756289014,-0.01846105337072765,0.009619760232800154,0.01967925115163466,0.002867809209293529,0.014257655709235212,0.04919653325050909,-0.015616112613467827,-0.0015465978190604699,-0.04396523388240716,0.002867809209293529,0.010781301262089552,-0.004511204761437802,0.00899241494131596,-0.04675996393041998
6,-0.07692307692307693,-0.2518378194978512,-0.2422071594547421,-0.010175071843417456,-0.0028532879875907,-0.00682996109310435,-0.06156561405414212,-0.12054137828864901,-0.0567932446481147,-0.12215079994612148,-0.06167429506678741,-0.012430656919236859,-0.03581388336032593,-0.4890290423262075,-0.04946024502525354,0.11663660449766099,-0.07598262905061211,-0.0762367550519522,0.13026477887482368,0.029076762346065325,0.07208620439796479,-0.00080199803442765,-0.009021790321206313,9.51245734936242e-05,-0.06189547964150759,-0.05503532371613018,0.03456625455670414,-0.01334185666193066,0.012051085085283774,0.017328883114323432,0.010331346093504864,-0.006571247334579725,-0.010324024992140145,-0.0037560261553034996,-0.0026564017693734804,9.51245734936242e-05,-0.09442884974901603,0.01157826401974063,0.01160695760883314,-0.0066813176151002684,0.11280001807273997,-0.010315074901793503,-0.0583275084277795,-0.025629464980128094,0.013024068266661163,0.008687394806572752,-0.0011807590031583136,0.004546910233514724,0.00681349331012333,0.005303420882214193,-0.015261797823982038,-0.00024993034928644573,0.0071213891302909435,0.004546910233514724,0.0027197273149438027,0.005822099297963862,0.006491778308269531,-0.02773371090631941
7,0.07692307692307693,-0.04820553419286736,-0.06952787861265487,-0.0028311219015984906,0.0039574597410003695,-0.006666040749568467,-0.030759455863585763,-0.11264406238841576,-0.02369104504418295,-0.1068814822575093,-0.025677091018703902,-0.00016722856842022398,-0.02304133995640426,-0.10402376208137652,-0.04405065613337079,-0.006756835357512387,-0.0684112397565241,0.05157872271471538,0.14038815190415824,0.0350757763467448,0.06132494793868973,-0.012693595280862568,-0.002624455757992661,0.013775386464177666,0.0737523004715286,0.06238040980561006,0.01722636748193423,-0.007502108059639818,0.007622439865308917,0.0951411526827957,0.012215877000313773,-0.008028617449529932,-0.0025573465955776855,-0.008477953386430339,-0.007373156083778889,0.013775386464177666,-0.08230061447475254,0.008351053747432544,0.009458415173470115,-0.00789844828359567,-0.03755811868424806,-0.0006197945668656372,-0.02761531861076765,-0.02145106641027433,-0.01103130231977816,0.0020276830962090127,0.00473380550252087,-0.041315977044341,0.007391677243428904,0.010365289985989384,-0.013641985651669623,-0.0008359315889140109,0.008275187587565656,-0.041315977044341,0.005483908400332964,0.01212662773890121,0.005098861704407304,0.0671666634584123
8,0.23076923076923075,0.09054889542335821,0.05792026727488837,-0.0011470482742783014,-0.005050881897180648,-0.006588882284833395,-0.004469304081023105,-0.12375880328504031,0.005750663469132895,-0.11466019126868911,0.0064285234025597705,0.015139346817599056,-0.010437596685574068,0.12860873875621331,-0.0269550710596167,-0.05778947636490997,0.03696338697236075,0.13060114904823447,-0.08820011069649521,0.03160913301028658,0.048117951375034,0.0018495613787814968,-0.018446078441795712,-0.030587418958731957,-0.17233989262651236,0.01603313817553483,-0.02889488953251524,-0.007460544012648425,-0.01867264112829177,-0.02174365943203517,0.00571666143708817,-0.02666825875166619,0.11028917738340645,-0.04810668738418083,-0.0469584764220823,-0.030587418958731957,-0.17788265913621013,-0.0076236371004925075,0.0016190377310499,-0.008599845617982852,-0.07164147072569112,0.020943846178060135,-0.0014053599762101677,-0.008246335024831433,-0.1445859537888506,0.005045892104137427,0.014253149399625527,-0.02255299932019483,0.003909296302812261,-0.02516473429780738,-0.0067796608687790225,0.007157216260632497,-0.07708129950192763,-0.02255299932019483,0.0090887680997421,0.007069720134649586,0.00824015730955654,-0.03536352926414293
9,0.3846153846153846,-0.16925280856518132,-0.16423056742373135,-0.0013553872797199746,-0.0038727618728304817,-0.006784096512135219,-0.05054169268782753,-0.17611508277177176,-0.04163060698396865,-0.1789065656943592,-0.04480494896124249,0.00015071216660094927,-0.03204401372128297,-0.28113826012504095,-0.014530674020099641,0.09300858854736685,0.2603193711479566,-0.09180792635130419,0.18525594100948062,-0.007445923301513993,-0.03919497035135678,0.022391062808551132,-0.03446736824679769,-0.0418453747810824,-0.13395986017489028,-0.08499439056605039,-0.026748723181457653,-0.01334185666193066,-0.019238256142799427,-0.09662715238715175,0.00641732036397866,-0.030587237212036492,-0.0005893611946124803,-0.040822349130019295,-0.039682118230576345,-0.0418453747810824,-0.15824646869216447,-0.015853023294878137,-0.012210102361608452,-0.007669938744790798,0.19455657544168792,-0.038063635860380154,-0.047337213453774764,0.0013503429961383355,-0.05878030859662013,0.008605164712812256,0.002079445887616192,-0.07179361307700716,0.008871481131518708,0.05874386814396498,-0.01480039307221643,-0.0004789880598295192,0.020036025111070645,-0.07179361307700716,0.004822044735233044,0.0030784886617336825,0.007272968925865853,0.1800167071047136
